id,survey1,first,middle,last,ecig1,monthuse,tob1,gender,hisp,race,dob,famhx
305,01/29/15,Willie,,Oleson,0,,0,m,1,4,8/1/1996,9
512,03/01/15,Morgan,Le,Fay,0,,0,f,1,4,8/5/1996,0
100,09/21/15,Violet,Gum,Beauregarde,0,,0,f,0,4,8/7/1996,1
618,06/19/15,Molly,,Weasley,0,,0,f,0,1,8/9/1996,9
782,09/24/15,Annie,Dobson,Barrows,0,,0,f,1,4,8/14/1996,0
817,06/04/15,Janice,Betty,Avery,1,6,1,f,0,4,8/15/1996,1
415,06/10/15,Sheila,Neighbor,Tubman,1,8,1,f,0,4,8/15/1996,9
350,05/18/15,Jeanne,,Birdsall,0,,1,f,1,4,8/17/1996,0
353,09/18/15,Robert,Lupin,Ferrars,0,,0,m,1,1,8/18/1996,9
546,02/14/15,Aravis,Ewing,Tarkheena,0,,0,m,0,4,8/20/1996,0
491,06/19/15,Crockett,,Johnson,0,,0,m,0,4,8/20/1996,0
330,08/11/15,Daniel,Lane,Ward,1,12,0,m,0,4,8/21/1996,0
188,07/06/15,Man,Yellow,Hat,1,3,0,m,1,3,9/1/1996,9
110,07/12/15,Evelyn,Wood,Ross,0,,1,f,1,4,9/1/1996,0
217,03/22/15,Mundungus,,Fletcher,0,,0,m,0,4,9/5/1996,0
574,07/03/15,Oliver,Quidditch,Wood,0,,0,m,1,4,9/5/1996,0
441,02/06/15,Dudley,Cousin,Dursley,0,,0,m,0,4,9/7/1996,0
534,11/07/15,Sheldon,,Potts,0,,0,m,1,1,9/9/1996,0
647,06/20/15,Amos,Steven,Chase,1,16,0,m,1,2,9/14/1996,0
143,06/18/15,Charles,,Beckendorf,0,,0,m,1,2,9/15/1996,9
138,05/15/15,Fannie,Martha,Delacour,0,,0,f,1,4,9/17/1996,0
245,07/26/15,Willy,Hoggle,Stock,0,,0,m,1,4,9/18/1996,0
379,06/14/15,Georgiana,,Darcy,0,,0,f,0,4,9/20/1996,0
492,07/24/15,Alberta,Brock,Scrubb,0,,1,f,0,4,9/21/1996,0
310,02/28/15,Diane,Wynne,Jones,0,,0,f,0,1,10/1/1996,9
452,01/31/15,Hiram,,Baker,1,1,1,m,1,3,10/1/1996,0
234,04/09/15,Mo,,Williams,1,7,0,m,0,1,10/5/1996,0
368,03/07/15,Brenda,Louise,Tifton,0,,0,f,1,3,10/5/1996,0
635,06/24/15,Noah,Ellis,Adams,1,19,1,m,0,2,10/7/1996,9
739,09/28/15,Ryan,Myers,Perkins,0,,0,m,1,2,10/7/1996,1
717,02/09/15,Christy,Alice,Kennedy,0,,0,f,0,1,10/9/1996,9
394,05/04/15,The,,Mathemgician,0,,0,m,1,1,10/9/1996,9
146,11/25/15,Daniel,Beck,Hood,0,,0,m,1,4,10/14/1996,9
130,07/12/15,Jane,Author,Austen,1,12,1,f,0,1,10/15/1996,0
83,07/31/15,Paul,Bell,Bhaer,0,,0,m,1,4,10/15/1996,9
589,02/05/15,Adam,George,Simms,0,,0,m,0,1,10/18/1996,0
790,10/21/15,Asher,Turner,Bird,0,,0,m,0,4,10/20/1996,1
615,09/11/15,Robert,John,Jones,0,,0,m,1,4,10/20/1996,9
197,05/23/15,Claudia,,Kincaid,0,,0,f,1,1,10/21/1996,0
174,07/07/15,Emily,Ava,Vance,0,,0,f,1,4,11/1/1996,0
124,08/29/15,Carter,Rice,Jenkins,1,1,0,m,1,3,11/1/1996,9
247,01/08/15,Toto,Little,Dog,1,15,0,m,0,4,11/5/1996,9
119,01/30/15,Scare,Straw,Crow,0,,1,m,1,4,11/5/1996,0
823,11/02/15,Josephine,J.,Barry,0,,0,f,1,2,11/7/1996,9
796,02/14/15,Ardeeb,Milton,Tisroc,0,,0,m,0,3,11/9/1996,0
281,11/23/15,Herbert,Browne,Dyerbuck,0,,0,m,1,1,11/9/1996,9
456,10/17/15,Landon,Levi,Harper,0,,0,m,0,4,11/14/1996,0
419,03/08/15,Martin,Botany,Penderwick,0,,0,m,0,4,11/14/1996,9
590,10/24/15,Giusi,,Nicolini,0,,0,f,0,1,11/15/1996,9
525,08/05/15,Jay,Montague,Gatsby,0,,1,m,1,4,11/15/1996,0
709,01/05/15,Igor,William,Ratchett,0,,0,m,0,1,11/18/1996,9
484,02/27/15,Emeth,,Tarkaan,1,17,1,m,1,4,11/18/1996,0
408,07/08/15,Barron,Loomis,Bus,1,6,0,m,1,4,11/20/1996,9
692,03/03/15,Amelia,May,Bones,1,11,1,f,1,3,11/20/1996,0
172,08/14/15,Diana,Notreal,Barry,0,,1,f,0,3,11/21/1996,9
190,03/12/15,Lucas,,Luna,0,,0,m,0,4,12/1/1996,0
656,10/22/15,Leo,Rogers,Gibbs,1,23,1,m,0,3,12/1/1996,0
208,08/10/15,Isaac,Levi,Burns,0,,0,m,0,3,12/5/1996,1
690,04/11/15,Chroma,The,Great,0,,0,m,0,1,12/7/1996,9
577,10/16/15,Frederick,Frank,Little,0,,0,m,0,1,12/9/1996,9
467,05/29/15,Rolanda,,Hooch,0,,0,f,1,2,12/14/1996,9
555,06/09/15,Lowri,,Morgan,0,,0,f,0,4,12/15/1996,9
47,03/09/15,Emerald,Fern,Hannigan,0,,0,f,1,2,3/9/2015,9
148,03/26/15,Christopher,Kidd,Moulton,0,,0,m,0,4,12/18/1996,0
131,09/05/15,Lucy,Maud,Montgomery,0,,0,f,0,2,12/20/1996,0
259,02/17/15,Samuel,Martin,Karkaroff,1,12,0,m,1,4,12/20/1996,9
598,11/27/15,Neal,Moss,Rees,1,11,1,m,0,1,12/21/1996,0
29,02/04/15,Charles,Vernon,Tonks,0,,0,m,1,1,1/1/1997,0
520,08/28/15,David,Henry,Jenkins,0,,1,m,1,4,1/1/1997,0
697,02/01/15,Isaiah,,Edwards,0,,0,m,0,4,1/5/1997,9
116,02/26/15,Nick,Rich,Carraway,0,,0,m,1,3,1/5/1997,0
406,02/18/15,Byrd,Kenyon,Major,0,,0,m,0,4,1/7/1997,0
769,10/23/15,Melvin,John,Williams,0,,0,m,0,4,1/7/1997,9
644,12/26/15,Silas,Malachi,Galloway,0,,1,m,0,4,1/7/1997,0
107,01/22/15,,,Smith,1,19,0,m,1,4,1/7/1997,9
371,11/10/15,Aurora,Lincoln,Pope,0,,0,f,1,4,1/9/1997,0
320,02/16/15,Gilderoy,,Lockhart,1,3,1,m,0,3,1/14/1997,0
357,02/28/15,Phineas,Nigellus,Black,1,2,1,m,0,4,1/14/1997,1
51,01/25/15,Donald,Fredrick,Thomas,0,,0,m,0,4,1/15/1997,0
203,02/08/15,Maria,Anna,Luna,0,,0,f,0,4,1/15/1997,0
547,08/21/15,Brenda,Nicholls,Milner,1,3,0,f,1,4,1/15/1997,0
712,11/12/15,Anna,Ward,Gates,0,,0,f,0,3,1/18/1997,9
344,04/16/15,Elaine,Lobl,Konigsburg,0,,0,f,1,4,1/20/1997,0
616,02/19/15,Aisholpan,Mather,Thomson,0,,0,f,0,4,1/21/1997,9
390,04/19/15,Luke,Hermes,Castellan,1,3,1,m,1,4,1/21/1997,0
173,08/26/15,Mei,,Kusakabe,0,,0,f,1,4,2/1/1997,9
780,01/12/15,Emily,Kansas,Marquez,0,,0,f,0,4,2/7/1997,0
223,03/13/15,Iantha,Aaronson,Penderwick,0,,0,f,1,4,2/7/1997,9
634,03/06/15,Andrew,Roe,Marez,0,,0,m,0,1,2/9/1997,0
94,11/28/15,Gus,,Vallony,0,,0,m,0,1,2/9/1997,9
338,09/13/15,Happy,Bob,Medium,0,,0,f,0,1,2/9/1997,0
517,03/26/15,Agatha,Mary,Christie,0,,0,f,0,4,2/14/1997,0
807,02/23/15,Tetsuko,B.,Kuroyanagi,1,12,0,m,1,4,2/14/1997,0
44,06/30/15,Albert,John,Weasley,1,3,1,m,1,,2/15/1997,1
309,03/20/15,Beep,Learning,Bot ,1,1,1,m,1,1,2/15/1997,9
442,12/01/15,Edith,,Zuckerman,0,,0,f,0,4,2/18/1997,0
212,03/17/15,Harry,The,Tomatoman,0,,0,m,0,4,2/18/1997,0
666,03/21/15,Picky,Picky,Cat,1,1,0,m,0,4,2/18/1997,1
9,07/09/15,Mercy,Caroline,Watson,0,,0,f,0,1,2/20/1997,0
436,04/23/15,Lee,Apollo,Fletcher,1,12,1,m,0,4,2/20/1997,0
378,05/26/15,Fitz ,George,Brandon,0,,0,m,0,4,2/21/1997,9
362,05/08/15,Thalia,Zeus,Grace,0,,0,f,1,4,2/21/1997,9
812,06/04/15,Warren,Arthur,Hatcher,0,,0,m,1,4,3/1/1997,1
604,04/16/15,Ken ,Crockett,Azaz,0,,0,m,0,4,3/5/1997,0
765,06/28/15,Peter,,Pevensie,1,24,1,m,0,1,3/5/1997,9
414,04/02/15,Sara ,Cathy,Cattermole,1,6,1,f,0,4,3/5/1997,9
498,04/27/15,Cornelius,George,Farmer,0,,0,m,1,4,3/7/1997,1
729,04/04/15,Howie,,Kemp,1,6,1,m,0,1,3/9/1997,9
531,08/13/15,Jack,Christopher,Hayes,0,,0,m,0,4,3/14/1997,9
316,05/30/15,William,,Dare,0,,0,m,0,4,3/14/1997,9
755,04/01/15,Mark,Fudge,Flint,0,,0,m,1,4,3/14/1997,0
804,04/09/15,Reginald,Farrell,Cattermoley,0,,1,m,0,3,3/15/1997,1
591,05/17/15,Humpty,Egg,Dumpty,0,,0,m,0,2,3/18/1997,0
220,09/03/15,Madam,C. J.,Walker,0,,0,f,0,4,3/20/1997,0
74,12/10/15,Elena,Maria,Garcia,0,,0,f,1,1,3/21/1997,0
422,06/05/15,Harry,Martin,Weasley,0,,0,m,1,1,3/21/1997,9
494,04/10/15,Fillius,Malfoy,Flitwick,0,,0,m,1,1,4/5/1997,0
98,05/02/15,Frank,Perry,Toll,0,,0,m,1,4,4/9/1997,0
169,05/21/15,Nancy,,Bobofit,1,6,0,f,1,1,4/9/1997,1
596,07/05/15,Ernie,Farley,Macmillan,0,,0,m,1,4,4/18/1997,1
713,05/20/15,Draco,Azaz,Flitwick,0,,1,m,0,4,4/21/1997,0
434,07/25/15,Marie ,,Tharp,0,,0,f,1,4,4/21/1997,9
178,11/24/15,Dudley,Nash,Holden,0,,1,m,1,1,5/7/1997,0
25,06/11/15,Henry,Guy,Nutkin,1,34,1,m,1,4,5/9/1997,0
33,06/07/15,Rubeus,Hars,Blue,0,,1,m,0,4,5/18/1997,9
723,07/21/15,Ronald,Author,Dahl,0,,0,m,1,4,5/18/1997,0
177,12/12/15,Naomi,Carlson,Hartley,0,,0,f,0,1,5/20/1997,0
407,06/16/15,Liam,Stone,Porter,0,,0,m,1,4,5/20/1997,1
686,06/02/15,Henry,Lucas,Dashwood,0,,0,m,1,4,5/21/1997,0
56,06/27/15,John,Alfred,Willoughby,0,,,m,1,4,6/5/1997,9
734,07/28/15,Eustace,Clarence,Scrubb,0,,1,m,1,4,6/14/1997,0
134,11/30/15,Bobbi,Jean,Piper,0,,0,f,1,4,6/15/1997,0
402,08/16/15,Aiden,M.,Hunter,0,,0,m,0,1,6/21/1997,0
283,07/23/15,Oliver,Fox,Co,0,,0,m,0,2,6/21/1997,0
184,11/13/15,Caroline,Dunn,Woodward,1,4,1,f,0,4,7/1/1997,0
787,09/22/15,Chimamanda,Ngozi,Adichie,1,12,0,f,1,2,7/7/1997,0
253,12/19/15,Templton,,Rat,1,2,0,m,0,1,7/9/1997,9
348,09/10/15,Sophia,,Grey,0,,0,f,0,3,7/14/1997,0
663,11/22/15,Creek,Brewer,Dodge,0,,0,m,1,2,7/15/1997,0
461,08/22/15,Samuel,Bennett,Dunn,0,,1,m,1,4,7/20/1997,0
660,08/15/15,Graham,Rufus,Montague,1,24,1,m,1,4,8/1/1997,0
73,10/19/15,Joshua,Eli ,Carpenter,0,,0,m,0,1,8/7/1997,1
21,11/12/15,Samantha,Thomson,Bacon,0,,0,f,1,4,8/9/1997,0
48,12/18/15,Ruby,Reeves,Camp,0,,0,f,1,3,8/18/1997,0
426,10/27/15,Elinor,,Dashwood,0,,0,f,1,4,8/21/1997,1
323,01/03/15,Tin,Heart,Woodman,0,,0,m,1,4,6/18/1998,0
314,10/09/15,Gertie,,Pye,0,,1,f,1,4,12/9/1998,9
